Id; Authors
1; Abilio R.; Vale G.; Figueiredo E.; Costa H.
2; Krieter S.; Schröter R.; Fenske W.; Saake G.
3; Sousa Ferreira G.C.; Gaia F.N.; Figueiredo E.; De Almeida Maia M.
4; Kästner C.; Apel S.
5; Oliveira B.C.D.S.; Van Der Storm T.; Loh A.; Cook W.R.
6; Thüm T.; Apel S.; Zelend A.; Schröter R.; Möller B.
7; Schuster S.; Schulze S.
8; Höfner P.; Möller B.; Zelend A.
9; Banerjee M.; Roy S.R.; Kumar C.
10; Takeyama F.; Chiba S.
11; Thüm T.; Schaefer I.; Kuhlemann M.; Apel S.; Saake G.
12; Günther S.; Sunkle S.
13; Apel S.; Kolesnikov S.; Liebig J.; Kstner C.; Kuhlemann M.; Leich T.
14; Jun Y.; Tan Q.; Li T.; Cao G.
15; Guo S.; Tang L.; Xu W.
16; Zhang H.; Jarzabek S.
17; Günther S.; Sunkle S.
18; Apel S.; Liebig J.; Kästner C.; Kuhlemann M.; Leich T.
19; Ebraert P.
20; Apel S.; Kästner C.; Lengauer C.
21; Batory D.
22; Mezini M.; Ostermann K.
23; Batory D.
24; Batory D.
25; Prehofer C.
26; Brouër N.; Weck M.
27; Prehofer C.